x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
-11.8,x1 = -11.8,0.9181147565826532,0.08188524341734663,0.40879,0.10669060317692272,0.8933093968230772,0.18242552380635635,0.8175744761936434,0.1128921755878573,0.8871078244121424,0.08456139450929559,0.9154386054907044,0.48985,0.68535,0.41805,0.50858,0.50586,0.00434,0.00473,4.2,False,False,0.3852,0.03285
10.3,x1 = 10.3,0.04950655231257535,0.9504934476874247,0.2843,0.22270013366638425,0.7772998663336158,0.09534946361376596,0.904650536386234,0.10165415622276745,0.8983458437772326,0.08456139450929559,0.9154386054907044,0.76507,0.45408,0.41805,0.47422,0.46948,0.00169,0.00178,4.2,False,False,0.3852,0.03285
-10.1,x1 = -10.1,0.9188032096206312,0.0811967903793687,0.40638,0.095349458472392,0.904650541527608,0.1480471961522176,0.8519528038477822,0.09962834563224776,0.9003716543677522,0.08456139450929559,0.9154386054907044,0.45408,0.60493,0.41805,0.46782,0.46633,0.00133,0.00139,4.2,False,False,0.3852,0.03285
2.4,x1 = 2.4,0.5235446734209536,0.47645532657904655,0.9984,0.14804719803168948,0.8519528019683105,0.1480471961522176,0.8519528038477826,0.1480471971362051,0.851952802863795,0.08456139450929559,0.9154386054907044,0.60493,0.60493,0.41805,0.60493,0.60493,0.01844,0.02168,4.2,False,False,0.3852,0.03285
-9.5,x1 = -9.5,0.9246771353009597,0.07532286469904037,0.38548,0.09534946618445304,0.9046505338155468,0.18242551491653522,0.8175744850834648,0.10190828362162672,0.8980917163783733,0.08456139450929559,0.9154386054907044,0.45408,0.68535,0.41805,0.47502,0.4715,0.00173,0.00183,4.2,False,False,0.3852,0.03285
2.0,x1 = 2.0,0.5569596992812618,0.44304030071873823,0.99062,0.1329642333263228,0.8670357666736772,0.14804720179063333,0.8519527982093666,0.13964659621048217,0.8603534037895177,0.08456139450929559,0.9154386054907044,0.56551,0.60493,0.41805,0.58331,0.58297,0.01439,0.01666,4.2,False,False,0.3852,0.03285
5.1,x1 = 5.1,0.049463306672335054,0.9505366933276649,0.28411,0.34864512179822554,0.6513548782017746,0.0675466892625556,0.9324533107374442,0.08145074723618012,0.9185492527638197,0.08456139450929559,0.9154386054907044,0.93285,0.3567,0.41805,0.40727,0.3852,6e-05,6e-05,4.2,True,True,0.3852,0.03285
-4.6,x1 = -4.6,0.9567228511806999,0.04327714881930009,0.25712,0.06754669536304461,0.9324533046369552,0.1480471980316895,0.8519528019683105,0.07103052759706402,0.9289694724029357,0.08456139450929559,0.9154386054907044,0.3567,0.60493,0.41805,0.36976,0.36744,0.00131,0.00124,4.2,False,False,0.3852,0.03285
8.6,x1 = 8.6,0.0319635406745339,0.968036459325466,0.20415,0.2450850241603249,0.754914975839675,0.09534947518185825,0.9046505248181418,0.10013555349205512,0.8998644465079448,0.08456139450929559,0.9154386054907044,0.80339,0.45408,0.41805,0.46943,0.46525,0.00141,0.00149,4.2,False,False,0.3852,0.03285
1.5,x1 = 1.5,0.40614294901892184,0.5938570509810782,0.97443,0.11920292515117029,0.8807970748488299,0.09534947453918644,0.9046505254608135,0.10503738531501478,0.8949626146849854,0.08456139450929559,0.9154386054907044,0.52707,0.45408,0.41805,0.48476,0.48372,0.00237,0.00253,4.2,False,False,0.3852,0.03285
13.3,x1 = 13.3,0.05339346354171677,0.9466065364582832,0.30064,0.2450850131323717,0.7549149868676285,0.13296422817269307,0.8670357718273067,0.13895074521670633,0.8610492547832935,0.08456139450929559,0.9154386054907044,0.80339,0.56551,0.41805,0.58148,0.57821,0.01408,0.01627,4.2,False,False,0.3852,0.03285
-4.4,x1 = -4.4,0.9282971922115715,0.0717028077884285,0.37225,0.06008664407268614,0.9399133559273138,0.1192029110704336,0.8807970889295664,0.06432544640239504,0.9356745535976049,0.08456139450929559,0.9154386054907044,0.32779,0.52707,0.41805,0.34438,0.34208,0.00311,0.00286,4.2,False,False,0.3852,0.03285
-4.3,x1 = -4.3,0.9290443520629033,0.07095564793709667,0.36948,0.0600866518571309,0.9399133481428692,0.10669059110526011,0.89330940889474,0.06339346456290298,0.936606535437097,0.08456139450929559,0.9154386054907044,0.32779,0.48985,0.41805,0.34077,0.33929,0.00344,0.00315,4.2,False,False,0.3852,0.03285
-4.5,x1 = -4.5,0.9272271136878711,0.07277288631212878,0.37619,0.0758581847220642,0.9241418152779358,0.11920292515117029,0.8807970748488299,0.07901250658954026,0.9209874934104597,0.08456139450929559,0.9154386054907044,0.38741,0.52707,0.41805,0.39869,0.39757,0.00021,0.0002,4.2,True,False,0.3852,0.03285
4.2,x1 = 4.2,0.08456139450929559,0.9154386054907044,0.41805,0.43782349911420193,0.562176500885798,0.07585817218654305,0.9241418278134569,0.10646646499555897,0.893533535004441,0.08456139450929559,0.9154386054907044,0.98882,0.38741,0.41805,0.48916,0.43827,0.00269,0.00288,4.2,False,False,0.3852,0.03285
