x1,note,p(u=0|z),p(u=1|z),H[p(u|z)],"p(y=0|x,u=0,z)","p(y=1|x,u=0,z)","p(y=0|x,u=1,z)","p(y=1|x,u=1,z)","p(y=0|x,z)","p(y=1|x,z)",p(y=0|x),p(y=1|x),"H[p(y|x,u=0,z)]","H[p(y|x,u=1,z)]",H[p(y|x)],"H[p(y|x,z)]","Va = E[H[p(y|x,u,z)]]",kl_pyx_pyxz,kl_pyxz_pyx,true_x1,within_threshold,z_value_for_min_Va,min_Va,max_Ve
26.1,x1 = 26.1,0.08104031003014261,0.9189596899698573,0.40583,0.7310585727705127,0.26894142722948733,0.7310585669110203,0.2689414330889797,0.7310585673858753,0.2689414326141246,0.8351809244681011,0.1648190755318988,0.83994,0.83994,0.64571,0.83994,0.83994,0.03051,0.03434,-1.8,False,False,0.75961,-0.1139
-8.4,x1 = -8.4,0.9246765711182412,0.07532342888175889,0.38548,0.7549149868676281,0.2450850131323717,0.6513548646660541,0.34864513533394575,0.7471144833679917,0.2528855166320082,0.8351809244681011,0.1648190755318988,0.80339,0.93285,0.64571,0.81582,0.81314,0.02251,0.02501,-1.8,False,False,0.75961,-0.1139
18.1,x1 = 18.1,0.07199352639265752,0.9280064736073426,0.37332,0.731058578630005,0.26894142136999516,0.7549149813536519,0.2450850186463483,0.7531974747945333,0.24680252520546705,0.8351809244681011,0.1648190755318988,0.83994,0.80339,0.64571,0.80617,0.80602,0.01975,0.02182,-1.8,False,False,0.75961,-0.1139
13.7,x1 = 13.7,0.05402359240007062,0.9459764075999294,0.30325,0.7057850278370114,0.2942149721629887,0.731058578630005,0.26894142136999516,0.7296932106234618,0.2703067893765383,0.8351809244681011,0.1648190755318988,0.8741,0.83994,0.64571,0.8419,0.84179,0.03123,0.0352,-1.8,False,False,0.75961,-0.1139
21.1,x1 = 21.1,0.0828806915179123,0.9171193084820877,0.41225,0.731058578630005,0.26894142136999516,0.754914997895581,0.24508500210441886,0.7529377613697088,0.24706223863029106,0.8351809244681011,0.1648190755318988,0.83994,0.80339,0.64571,0.80659,0.80642,0.01986,0.02195,-1.8,False,False,0.75961,-0.1139
-13.5,x1 = -13.5,0.9111919850616476,0.08880801493835241,0.43248,0.7549149813536519,0.24508501864634819,0.6791786926816161,0.320821307318384,0.7481889918978903,0.2518110081021097,0.8351809244681011,0.1648190755318988,0.80339,0.90527,0.64571,0.81414,0.81244,0.02201,0.02443,-1.8,False,False,0.75961,-0.1139
1.3,x1 = 1.3,0.4594667573610912,0.5405332426389088,0.99525,0.798186775339273,0.2018132246607271,0.731058578630005,0.26894142136999516,0.7619017534995098,0.23809824650049027,0.8351809244681011,0.1648190755318988,0.72554,0.83994,0.64571,0.79186,0.78738,0.01607,0.01761,-1.8,False,False,0.75961,-0.1139
-3.7,x1 = -3.7,0.8849052118734184,0.11509478812658167,0.51509,0.7772998663336158,0.22270013366638425,0.6791786991753931,0.320821300824607,0.7660066313888073,0.23399336861119283,0.8351809244681011,0.1648190755318988,0.76507,0.90527,0.64571,0.78491,0.78121,0.01445,0.01577,-1.8,False,False,0.75961,-0.1139
-13.5,x1 = -13.5,0.9111919850616476,0.08880801493835241,0.43248,0.7549149813536519,0.24508501864634819,0.6791786926816161,0.320821307318384,0.7481889918978903,0.2518110081021097,0.8351809244681011,0.1648190755318988,0.80339,0.90527,0.64571,0.81414,0.81244,0.02201,0.02443,-1.8,False,False,0.75961,-0.1139
-2.9,x1 = -2.9,0.835651380549041,0.164348619450959,0.64461,0.7981867801399696,0.2018132198600306,0.6513548782017746,0.34864512179822554,0.7740551597650686,0.2259448402349315,0.8351809244681011,0.1648190755318988,0.72554,0.93285,0.64571,0.77087,0.75961,0.01149,0.01244,-1.8,False,False,0.75961,-0.1139
-13.5,x1 = -13.5,0.9111919850616476,0.08880801493835241,0.43248,0.7549149813536519,0.24508501864634819,0.6791786926816161,0.320821307318384,0.7481889918978903,0.2518110081021097,0.8351809244681011,0.1648190755318988,0.80339,0.90527,0.64571,0.81414,0.81244,0.02201,0.02443,-1.8,False,False,0.75961,-0.1139
-2.4,x1 = -2.4,0.8173282728713545,0.1826717271286456,0.68589,0.7981867777396213,0.20181322226037884,0.6513548782017746,0.34864512179822554,0.7713647410534632,0.22863525894653708,0.8351809244681011,0.1648190755318988,0.72554,0.93285,0.64571,0.77562,0.76341,0.01244,0.01351,-1.8,False,False,0.75961,-0.1139
1.9,x1 = 1.9,0.36832402449597335,0.6316759755040268,0.94938,0.7772998611746911,0.22270013882530887,0.7549149758396752,0.2450850241603249,0.7631598668941493,0.23684013310585095,0.8351809244681011,0.1648190755318988,0.76507,0.80339,0.64571,0.78975,0.78928,0.01556,0.01704,-1.8,False,False,0.75961,-0.1139
1.7,x1 = 1.7,0.3946143802118494,0.6053856197881504,0.96771,0.7981867705385762,0.20181322946142372,0.7549149923816046,0.24508500761839525,0.7719906582996825,0.22800934170031723,0.8351809244681011,0.1648190755318988,0.72554,0.80339,0.64571,0.77452,0.77267,0.01222,0.01326,-1.8,False,False,0.75961,-0.1139
1.5,x1 = 1.5,0.40614294901892184,0.5938570509810782,0.97443,0.7772998560157662,0.2227001439842336,0.7549149813536519,0.2450850186463483,0.764006440362342,0.2359935596376581,0.8351809244681011,0.1648190755318988,0.76507,0.80339,0.64571,0.78831,0.78783,0.01523,0.01666,-1.8,False,False,0.75961,-0.1139
