z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
1.21,0.59,x1 = 1.21; x2 = 0.59,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.8354766378902744,0.1645233621097256,0.6765883636034824,0.32341163639651765,0.7105287743127252,0.2894712256872748,0.682172354084752,0.31782764591524804,0.64502,0.13746,0.90805,0.86804,0.21882,0.20568,0.82255,0.19107,0.90147,-0.07891999999999999,0.21666,-0.02559,0.008795882180402885,0.009174154658366039,18900
-0.3,1.25,x1 = -0.3; x2 = 1.25,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.8563265606964684,0.14367343930353163,0.7030591938724459,0.2969408061275541,0.6232680703905449,0.3767319296094551,0.6915953287359083,0.3084046712640916,0.59378,0.12303,0.87752,0.9557,0.20877,0.2348,0.82255,0.19107,0.88875,-0.06620000000000004,0.21251,-0.021440000000000015,0.006348202555536496,0.006585235872451821,18930
-0.85,-0.49,x1 = -0.85; x2 = -0.49,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.9440644018190175,0.05593559818098259,0.7343918851948161,0.26560811480518376,0.4432253324413035,0.5567746675586964,0.7181053098962538,0.2818946901037461,0.31109,0.05281,0.83509,0.99068,0.19506,0.24678,0.82255,0.19107,0.84379,-0.021240000000000037,0.19795,-0.006879999999999997,0.0015295792071320959,0.00155931469875999,18960
1.14,0.46,x1 = 1.14; x2 = 0.46,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.8760218587612115,0.1239781412387883,0.6682827575893906,0.33171724241060935,0.7064079528985834,0.2935920471014167,0.67300944843819,0.3269905515618098,0.54069,0.10861,0.91667,0.87332,0.22168,0.2074,0.82255,0.19107,0.9113,-0.08875,0.21991,-0.028840000000000005,0.011528945660513067,0.012084455876747224,18990
-0.11,-0.24,x1 = -0.11; x2 = -0.24,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.34380631156103886,0.6561936884389611,0.7203753835757464,0.2796246164242536,0.6462356820227749,0.35376431797722513,0.6717253793539382,0.3282746206460617,0.92841,0.2256,0.85494,0.93739,0.20143,0.22862,0.82255,0.19107,0.90904,-0.08648999999999996,0.21927,-0.028200000000000003,0.011939266820637964,0.012522905929645362,19020
2.27,0.4,x1 = 2.27; x2 = 0.4,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.18415362270393254,0.8158463772960675,0.73219395241101,0.26780604758898996,0.756253473765029,0.24374652623497103,0.7518228257471637,0.24817717425283625,0.68908,0.15024,0.8383,0.80122,0.19609,0.18433,0.82255,0.19107,0.80805,0.014499999999999957,0.1865,0.004569999999999991,0.0002183171269709034,0.00021659653793659056,19050
0.79,0.5,x1 = 0.79; x2 = 0.5,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.9509981724326622,0.049001827567337855,0.6747762212792937,0.3252237787207063,0.7092239960910893,0.2907760039089108,0.6764642252006998,0.32353577479930024,0.28214,0.0466,0.90997,0.86972,0.21945,0.20623,0.82255,0.19107,0.908,-0.08545000000000003,0.2188,-0.027730000000000005,0.010458156820123368,0.01094204937492367,19080
0.71,0.62,x1 = 0.71; x2 = 0.62,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.9553614239988644,0.044638576001135785,0.687768836792318,0.31223116320768185,0.7218893642817775,0.27811063571822253,0.6892919285518553,0.31070807144814483,0.26317,0.04265,0.89573,0.85286,0.21474,0.20077,0.82255,0.19107,0.89382,-0.07126999999999994,0.21412,-0.023050000000000015,0.006912019847712246,0.00717990534324929,19110
0.95,0.14,x1 = 0.95; x2 = 0.14,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.931801083563488,0.06819891643651207,0.6650879983121947,0.3349120016878054,0.6982094362879604,0.30179056371203966,0.6673468444929611,0.33265315550703906,0.35917,0.06355,0.91987,0.88347,0.22275,0.21071,0.82255,0.19107,0.91739,-0.09484000000000004,0.22193,-0.03086,0.013388295432799152,0.014074102591632484,19140
0.11,-0.57,x1 = 0.11; x2 = -0.57,-1.1,-1.3,x1 = -1.1; x2 = -1.3,0.7427605284194457,0.25723947158055427,0.2620557889895199,0.7379442110104801,0.714888965363807,0.28511103463619303,0.7046725839536909,0.295327416046309,0.7073498458447367,0.29265015415526324,0.82983,0.19338,0.86232,0.8755,0.20382,0.20811,0.82255,0.19107,0.87205,-0.04949999999999999,0.20699,-0.015920000000000017,0.003106313002097523,0.0031903702959798705,19170
