x1,x2,label
0.38,-1.03,1
-0.12,-0.46,1
1.77,0.14,0
-0.3,-0.36,0
-0.48,-0.02,0
0.09,0.28,1
-1.04,-1.41,1
-0.38,-0.03,0
0.23,-1.08,1
0.01,0.64,1
-0.5,0.13,0
-0.03,1.32,1
0.36,0.59,0
0.09,1.07,0
-0.46,-1.16,1
0.19,1.19,0
0.61,0.72,0
-0.31,-0.25,1
-0.41,-0.7,1
0.87,0.7,0
0.83,1.28,0
0.16,0.32,1
0.06,-0.14,1
-1.51,-0.33,1
-0.85,1.02,1
0.14,-1.23,1
0.54,0.01,0
-0.27,0.76,0
0.12,-0.44,0
-0.63,0.17,0
0.27,0.68,0
-0.36,1.12,1
0.23,-0.65,0
0.8,-0.65,0
-0.06,-0.11,0
0.73,-1.17,1
-0.95,-0.12,1
0.04,-0.39,1
0.23,0.88,0
-0.38,0.82,1
0.07,0.07,1
1.01,0.13,0
-0.54,0.27,1
0.69,0.95,0
-2.2,0.52,1
-0.7,-0.18,1
0.37,-0.23,1
0.45,-1.06,1
0.94,0.2,0
-1.03,0.92,1
-0.01,0.97,1
