x1,x2,label
0.09,0.88,0
-0.2,0.09,1
0.35,0.88,0
0.27,-0.31,1
0.29,1.3,0
-0.31,0.53,1
0.68,-0.49,0
0.14,0.14,0
-0.3,0.48,1
0.6,-0.21,1
-0.71,0.55,0
-0.54,0.49,0
0.32,-0.27,1
-0.31,0.68,1
0.22,-0.37,1
0.3,0.19,0
0.47,1.22,1
-0.12,1.34,0
-0.27,0.88,0
0.86,-0.03,1
-0.54,-0.08,1
0.46,-0.47,1
0.19,-0.45,1
-0.61,0.68,0
-0.03,0.28,0
0.61,0.12,0
-0.29,0.33,1
0.21,0.53,0
0.09,0.91,0
0.34,1.09,0
1.31,-0.28,0
0.26,1.3,1
-0.61,0.02,1
0.29,1.6,1
1.38,0.33,1
0.69,-0.69,0
0.24,-0.65,0
1.75,0.72,1
0.09,-0.56,1
0.49,1.18,0
0.21,-0.89,1
0.5,-0.04,1
-0.11,0.61,1
-0.44,-0.61,1
0.89,-0.16,0
-0.58,-0.05,1
1.21,1.29,0
-0.2,0.62,0
0.21,0.21,0
0.37,-0.75,1
