x1,x2,label
1.21,-0.89,1
0.5,0.04,1
2.11,0.61,1
-0.44,-0.61,1
1.89,-0.16,1
0.58,-0.05,1
1.21,1.29,0
0.9,0.92,0
0.21,0.21,1
0.37,-0.75,1
1.42,-0.79,1
-0.89,1.11,1
0.21,0.46,1
-0.01,-0.1,1
0.4,1.23,0
-6.4,-6.19,1
-6.4,-6.76,1
0.71,-1.63,1
0.21,0.85,0
0.05,1.19,1
-0.46,0.39,1
1.49,0.77,0
-0.72,0.27,0
0.11,1.68,0
0.83,1.16,0
2.57,0.84,1
0.48,0.21,0
-7.0,-8.61,0
0.07,0.98,0
2.26,1.05,1
2.07,1.46,1
-0.1,0.94,1
0.57,-0.17,1
-1.3,-0.63,1
0.07,-0.35,1
0.33,0.69,1
0.14,0.38,1
0.59,-1.43,1
0.27,-0.11,1
-0.11,-0.76,1
0.04,0.29,1
1.81,-0.15,1
-0.6,1.7,0
0.59,-0.9,1
1.7,1.24,0
0.71,0.47,0
0.18,-0.37,1
1.37,0.65,0
0.36,0.87,0
1.23,0.97,0
