x1,x2,label
-0.4,0.76,0
0.71,-1.03,1
0.21,0.85,0
0.05,1.19,1
-0.46,0.39,0
-0.49,0.77,0
-0.72,0.27,0
0.11,1.28,1
0.83,1.16,1
2.57,0.34,1
0.48,0.21,0
-0.16,1.18,0
0.07,0.98,0
2.26,1.05,1
2.07,0.46,1
-0.14,1.4,1
0.57,-0.17,1
-1.3,-0.63,1
0.67,-0.35,0
0.33,0.69,1
0.14,0.38,1
0.59,1.43,1
0.27,-0.11,1
-0.11,-0.76,0
0.04,0.29,1
1.81,-0.15,1
-0.6,1.7,0
0.59,-0.9,1
-0.7,1.24,0
0.71,0.47,0
0.18,-0.37,1
1.37,0.65,1
0.36,0.87,0
1.23,0.08,0
1.1,0.44,1
0.58,0.43,0
1.24,0.51,1
0.43,0.47,0
1.86,-0.04,0
-0.78,-0.43,0
1.04,-0.21,1
0.23,1.72,0
0.22,0.98,0
0.22,0.24,0
-0.57,-0.66,0
1.89,-0.42,0
1.71,0.67,1
0.1,0.69,0
0.09,0.44,1
-0.49,-0.68,0
