x1,x2,label
0.48,0.87,0
0.11,-0.78,1
0.22,-0.45,1
0.07,0.67,1
0.91,0.38,0
0.55,0.8,0
-1.83,0.1,1
-2.08,-0.64,1
0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
0.97,0.97,0
-0.2,1.52,0
-1.42,-1.3,1
0.97,0.36,0
0.33,0.25,1
-2.17,0.18,1
1.39,0.14,0
-1.76,-1.99,1
0.15,0.06,1
1.0,-0.54,0
0.33,1.23,0
0.5,-0.62,1
-0.67,0.17,1
0.46,-0.7,1
0.51,0.34,0
-0.77,1.09,0
0.42,0.36,0
0.13,-1.38,1
0.21,-0.78,1
1.39,1.14,0
0.25,-0.43,1
0.31,0.27,1
-0.37,0.62,1
0.83,0.06,0
-3.53,-0.1,1
0.35,-0.15,1
-0.09,1.77,0
0.65,-0.01,0
-0.76,0.12,1
0.09,-1.76,1
0.06,1.31,0
0.36,1.1,0
-0.8,0.39,0
0.75,-0.17,0
1.04,0.82,0
