note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,0,0.6,0,4,,,,,,,,,,,,,,,
action = 3,3,1,-0.4,1,4,,,,,,,,,,,,,,,
action = 3,3,0,0.6,2,4,,,,,,,,,,,,,,,
action = 4,4,1,-0.4,3,4,,,,,,,,,,,,,,,
action = 2,2,1,-0.4,4,4,,,,,,,,,,,,,,,
action = 2,2,0,0.6,5,4,0.53646,0.56304,0.55231,0.55446,0.53373,0.0,0.0,0.07713624310270757,0.0282842712474619,0.05224940191045252,0.53646,0.56304,0.7065824862054151,0.6110285424949238,0.6382288038209051
action = 3,3,1,-0.4,6,4,0.5459,0.57097,0.56834,0.53273,0.58526,0.0,0.0,0.0,0.05029910535983717,0.0,0.5459,0.57097,0.56834,0.6333282107196744,0.58526
action = 0,0,1,-0.4,7,4,0.56199,0.55589,0.54345,0.58024,0.56753,0.053758720222862454,0.045607017003965515,0.023874672772626643,0.0,0.0,0.6695074404457249,0.647104034007931,0.5911993455452533,0.58024,0.56753
action = 3,3,0,0.6,8,4,0.6002,0.59424,0.53651,0.56761,0.58272,0.0,0.0,0.07286974680894671,0.06442049363362563,0.0,0.6002,0.59424,0.6822494936178934,0.6964509872672512,0.58272
action = 3,3,0,0.6,9,4,0.58996,0.55514,0.58892,0.58996,0.55437,0.0,0.0,0.0,0.0,0.0,0.58996,0.55514,0.58892,0.58996,0.55437
action = 0,0,0,0.6,10,4,0.4817,0.46913,0.47513,0.45674,0.46894,0.04074309757492672,0.0,0.0,0.0,0.0,0.5631861951498535,0.46913,0.47513,0.45674,0.46894
action = 3,3,0,0.6,11,4,0.48147,0.48132,0.47508,0.48752,0.49995,0.035071355833500364,0.0,0.0,0.033316662497915366,0.021908902300206645,0.5516127116670008,0.48132,0.47508,0.5541533249958307,0.5437678046004133
action = 3,3,0,0.6,12,4,0.43234,0.42787,0.42695,0.45064,0.45173,0.00894427190999916,0.0,0.0,0.0681175454637056,0.021213203435596427,0.45022854381999833,0.42787,0.42695,0.5868750909274112,0.4941564068711929
action = 1,1,0,0.6,13,4,0.42018,0.44495,0.41454,0.39574,0.44426,0.06212889826803627,0.073348483283569,0.02073644135332772,0.07797435475847171,0.04,0.5444377965360725,0.591646966567138,0.45601288270665546,0.5516887095169434,0.52426
action = 0,0,0,0.6,14,4,0.38589,0.37704,0.38421,0.36329,0.39095,0.07362064927722385,0.0,0.0,0.0,0.0,0.5331312985544477,0.37704,0.38421,0.36329,0.39095
action = 2,2,1,-0.4,15,4,0.33701,0.34106,0.36806,0.34746,0.37402,0.0,0.0,0.04753945729601885,0.0,0.0,0.33701,0.34106,0.4631389145920377,0.34746,0.37402
action = 1,1,1,-0.4,16,4,0.39636,0.42563,0.44426,0.40169,0.42586,0.0,0.07543208866258444,0.04230839160261236,0.0,0.0,0.39636,0.5764941773251688,0.5288767832052247,0.40169,0.42586
action = 4,4,0,0.6,17,4,0.4328,0.41399,0.4443,0.4383,0.45073,0.0,0.0,0.03209361307176243,0.033316662497915366,0.034351128074635334,0.4328,0.41399,0.5084872261435248,0.5049333249958308,0.5194322561492707
action = 0,0,1,-0.4,18,4,0.43801,0.4383,0.42618,0.41399,0.41976,0.1221065108829173,0.0917605579756357,0.10686440005914037,0.11623252556836232,0.09197825830053535,0.6822230217658346,0.6218211159512714,0.6399088001182808,0.6464550511367246,0.6037165166010707
action = 0,0,0,0.6,19,4,0.45078,0.42453,0.40498,0.37478,0.41589,0.0,0.0,0.0,0.0,0.0,0.45078,0.42453,0.40498,0.37478,0.41589
action = 3,3,0,0.6,20,4,0.43844,0.42628,0.41475,0.39627,0.41976,0.028635642126552705,0.0,0.06115553940568262,0.11721774609674084,0.050199601592044535,0.4957112842531054,0.42628,0.5370610788113652,0.6307054921934817,0.5201592031840891
